CaseTotalKPI,Classification,Country,Culture,ObjectName,ObjectNumber
Overall Collection,Prints,,,Print,WW.46
Overall Collection,Prints,,,Print,WW.70
Overall Collection,Prints,,,Print,WW.106
Overall Collection,Prints|Ornament & Architecture,,,Print Ornament & Architecture,60.622.64(2)
Overall Collection,Rubbing|Prints,,,Rubbing,52.569.53(1)
Overall Collection,Prints,,,Print,WW.311
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.208.145.8.116
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.208.145.8.175
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.208.145.8.206
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.208.145.8.215
Overall Collection,Prints,,,Print,WW.748
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.208.145.8.239
Overall Collection,Prints,,,Print,WW.551
Overall Collection,Prints,,,Print,WW.626
Overall Collection,Prints,,,Print,WW.754
Overall Collection,Prints,,,Print,59.644.8(46)
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.208.145.8.398
Overall Collection,Prints,,,Print,59.570.40
Overall Collection,Photographs|Ephemera,,,Photograph,"Burdick 225, N392-3.128"
Overall Collection,Photographs|Ephemera,,,Photograph,"Burdick 225, N392-3.136"
Overall Collection,Photographs|Ephemera,,,Photograph,"Burdick 225, N392-3.159"
Overall Collection,Photographs|Ephemera,,,Photograph,"Burdick 225, N392-3.221"
Overall Collection,Prints,,,Print,51.501.1715(4)
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.97
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.251
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.388
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.470
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.1264
Overall Collection,Rubbing|Prints,,,Rubbing,52.569.35(4)
Overall Collection,Prints|Ephemera,,,Print,63.350.218.230.2
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.1100
Overall Collection,Prints|Ephemera,,,Print,63.350.218.229.7
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.734
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.762
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.840
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.878
Overall Collection,Drawings|Ephemera,,,Drawings Ephemera,46.24.15
Overall Collection,Prints,,,Print,53.601.335(104)
Overall Collection,Prints,,,Print,53.601.335(142)
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.902
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.956
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.900
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.986
Overall Collection,Prints,,,Print,58.549.419
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.219.245.1022
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1121
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1212
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1240
Overall Collection,Prints,,,Print,58.548.95
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.1342
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.1125
Overall Collection,Prints,,,Print,47.30.30
Overall Collection,Prints,,,Print,59.630.2
Overall Collection,Prints,,,Print,62.600.681
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1443
Overall Collection,Prints,,,Print,58.548.157
Overall Collection,Prints,,,Print,24.90.942
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.1176
Overall Collection,Prints,,,Print,61.663.61
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1683
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1704
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1821
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1861
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.1866
Overall Collection,Prints,,,Brouchure,2014.641.12
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.245.2052
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.246.51
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.220.246.68
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.223.332.44
Overall Collection,Prints,,,Print,52.519.87(30)
Overall Collection,Prints,,,Prints,49.95.869(1-5)
Overall Collection,Prints,,,Print,1970.707.3
Overall Collection,Cut Paper|Ephemera,,,cut paper,50.602.624
Overall Collection,Prints|Ephemera,,,Print,63.350.223.342.233
Overall Collection,Prints|Ephemera,,,Print,63.350.223.342.285
Overall Collection,Prints|Ephemera,,,Print,63.350.223.342.368
Overall Collection,Prints,,,Print,22.82.1-16
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.224.369.83
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-4.93"
Overall Collection,Books|Prints|Ornament & Architecture,,,Books Prints Ornament & Architecture,45.13.16(5)
Overall Collection,Prints|Ephemera,,,Print,63.350.224.385.74
Overall Collection,Prints|Ephemera,,,Print,63.350.224.385.79
Overall Collection,Prints|Ephemera,,,Print,63.350.224.385.85
Overall Collection,Prints|Ephemera,,,Print,63.350.224.385.88
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-4.158"
Overall Collection,Drawings,,,Drawing,SL.6.2017.48.14
Overall Collection,Prints|Ephemera,,,Print,63.350.224.366.29
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-5.14"
Overall Collection,Drawings,,,Drawing,SL.6.2017.32.11
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-5.74"
Overall Collection,Prints|Ephemera,,,Print,63.350.216.184.51
Overall Collection,Manuscripts,,,Manuscript,54.90.1508
Overall Collection,Manuscripts,,,Manuscript,54.90.1530
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-5.235"
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-5.255"
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-5.259"
Overall Collection,Drawings|Ornament & Architecture,,,Drawing Ornament & Architecture,58.550.66
Overall Collection,Prints,,,Print,49.40.76
Overall Collection,Prints,,,Print,1971.564.21
Overall Collection,Prints,,,Print,51.501.442(12)
Overall Collection,Prints,,,Print,44.96.10
Overall Collection,Prints,,,Print,52.519.88(17)
Overall Collection,Prints,,,Print,52.519.88(20)
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-6.168"
Overall Collection,Prints,,,Print,26.79.4
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-6.242"
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-7.16"
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 327, R406-7.57"
Overall Collection,Prints,,,Print,17.3.799
Overall Collection,Prints,,,Print,51.501.724
Overall Collection,Prints,,,Print,69.551(10)
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 308, D327.61"
Overall Collection,Prints|Ephemera,,,Print,63.350.247.219.21
Overall Collection,Prints|Ephemera,,,Print baseball card,"Burdick 308, D357.51"
Overall Collection,Prints,,,Print,14.1.7
Overall Collection,Prints,,,Print,53.600.1879
Overall Collection,Prints,,,Print,52.519.88(52)
Overall Collection,Prints,,,Print,53.600.1851
Overall Collection,Prints|Ephemera,,,Print,63.350.307.1.57
Overall Collection,Prints|Ephemera,,,Print,63.350.307.4.1
Overall Collection,Prints,,,Print,54.552.67
Overall Collection,Prints|Ephemera,,,Print,63.350.307.8.28
Overall Collection,Prints,,,Print,1972.717.7
Overall Collection,Prints|Ephemera,,,Print,63.350.307.12.1
Overall Collection,Prints|Ephemera,,,Print,63.350.307.18.1
Overall Collection,Prints|Ephemera,,,Print,63.350.307.31.4
Overall Collection,Prints|Ephemera,,,Print,63.350.307.39.5.15
Overall Collection,Prints,,,Print,62.501.69
Overall Collection,Books|Ornament & Architecture,,,Book ; Ornament and Architecture,52.519.128(2)
Overall Collection,Prints|Ephemera,,,Print,63.350.307.62.30
Overall Collection,Prints|Ephemera,,,Print,63.350.307.62.38
Overall Collection,Prints,,,Print,24.63.102
Overall Collection,Books,,,Book,46.127.3(1)
Overall Collection,Prints|Ephemera,,,Print,63.350.307.64.31
Overall Collection,Prints|Ephemera,,,Print,63.350.307.73.1
Overall Collection,Prints|Ephemera,,,Print,63.350.307.73.68
Overall Collection,Prints|Ephemera,,,Print,63.350.307.85.53
Overall Collection,Prints|Ephemera,,,Print,63.350.307.92.3
Overall Collection,Prints|Ephemera,,,Print,63.350.307.92.34
Overall Collection,Prints|Ephemera,,,Print,"Burdick 304, K57.51"
Overall Collection,Prints,,,Print,1976.501.1
Overall Collection,Prints|Ephemera,,,Print,63.350.307.290.4.3
Overall Collection,Prints|Ephemera,,,Print,63.350.307.290.6.34
Overall Collection,Periodicals,,,Periodical,28.14.2(3)
Overall Collection,Prints|Ephemera,,,Print,Burdick 307(30)
Overall Collection,Prints|Ephemera,,,Print,Burdick 307(31)
Overall Collection,Prints,,,Print,27.78.1(68)
Overall Collection,Prints,,,Print,52.519.88(152)
Overall Collection,Prints|Ornament & Architecture,,,Print,51.501.3522
Overall Collection,Prints|Ornament & Architecture,,,Print,51.501.3552
Overall Collection,Books|Prints,,,Book ; print,32.130.59
Overall Collection,Prints,,,Print,52.625.148
Overall Collection,Prints,,,Print,1977.584.4
Overall Collection,Prints,,,Print,1989.1153.2
Overall Collection,Prints|Ephemera,,,Print,63.350.247.221.25
Overall Collection,Prints|Ornament & Architecture,,,Print,51.501.4361
Overall Collection,Prints|Ephemera,,,Print,63.350.247.230.15
Overall Collection,Prints|Ephemera,,,Print baseball card,63.350.247.234.1
Overall Collection,Prints|Metal|Ephemera,,,Print baseball card,63.350.247.7.25
Overall Collection,Prints|Metal|Ephemera,,,Print baseball card,63.350.247.7.113
Overall Collection,Prints|Metal|Ephemera,,,Print baseball card,63.350.247.7.165
Overall Collection,Prints|Metal|Ephemera,,,Print baseball card,63.350.247.7.183
Overall Collection,Prints|Metal|Ephemera,,,Print baseball card,63.350.247.7.186
Overall Collection,Prints|Metal|Ephemera,,,Print baseball card,63.350.247.7.195
Overall Collection,Prints,,,Print,SL.17.2016.1.24
Overall Collection,Prints,,,Print,22.15.11
Overall Collection,Prints,,,Print,SL.7.2017.1.5
Overall Collection,Prints,,,Print,SL.7.2017.1.55
Overall Collection,Prints,,,Print,SL.7.2017.8.1
Overall Collection,Drawings|Ornament & Architecture,,,Drawing Ornament and Architecture,62.600.249
Overall Collection,Prints|Ephemera,,,Print,63.350.206.119.15
Overall Collection,Prints,,,Print,17.3.263
Overall Collection,Prints|Ephemera,,,Print,63.350.206.117.10
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R318.12"
Overall Collection,Prints,,,Print,17.3.342
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R318.144"
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R318.176"
Overall Collection,Prints,,,Print,51.501.6532(3)
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R318.295"
Overall Collection,Prints,,,Print,53.601.16(158)
Overall Collection,Prints,,,Print,19.71.2(3)
Overall Collection,Portfolios,,,Portfolio Print,2015.746a_m
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R315.12"
Overall Collection,Prints,,,Print,24.75
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R307.3"
Overall Collection,Prints,,,Print,17.3.2188
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 324, R308.28"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 324, R308.46"
Overall Collection,Prints,,,Print,49.100.5
Overall Collection,Prints|Ephemera,,,"Baseball card, print",Burdick 324(88)
Overall Collection,Prints|Ephemera,,,"Baseball card, print",Burdick 324(127)
Overall Collection,Prints|Ephemera,,,"Baseball card, print",Burdick 324(142)
Overall Collection,Prints,,,Print,17.3.2414
Overall Collection,Prints,,,Print,17.3.2278
Overall Collection,Drawings|Ornament & Architecture,,,Drawing Ornament & Architecture,1978.671.5(22.3)
Overall Collection,Drawings|Ornament & Architecture,,,Drawing Ornament & Architecture,1978.671.5(22.8)
Overall Collection,Books,,,Book,52.606.11(4)
Overall Collection,Books,,,Book,52.606.12(39)
Overall Collection,Prints,,,Print,1975.584.4(1)
Overall Collection,Drawings|Ornament & Architecture,,,Drawing Ornament & Architecture,1978.671.5(9.4)
Overall Collection,Prints|Ephemera,,,Print,63.350.207.138.21
Overall Collection,Prints|Ephemera,,,Print,63.350.206.114.32
Overall Collection,Prints,,,Print,53.601.16(64)
Overall Collection,Prints|Ephemera,,,Print,Burdick 206(5)
Overall Collection,Prints|Ephemera,,,Print,Burdick 206(36)
Overall Collection,Prints|Ephemera,,,Print,Burdick 206(49)
Overall Collection,Prints|Ephemera,,,Print,63.350.206.115.20
Overall Collection,Prints,,,Print,2016.520.18
Overall Collection,Prints|Ephemera,,,Print,63.350.216.196.6
Overall Collection,Prints|Ephemera,,,Print,63.350.216.186.18
Overall Collection,Prints|Ephemera,,,Print,63.350.216.186.45
Overall Collection,Prints,,,Print,51.644.537(6)
Overall Collection,Prints|Ephemera,,,Print,63.350.216.187.21
Overall Collection,Prints|Ephemera,,,Print,63.350.216.187.36
Overall Collection,Prints|Ephemera,,,Print,63.350.216.197.4
Overall Collection,Prints,,,Print,1993.1133.29
Overall Collection,Prints|Ephemera,,,Print,63.350.216.185.13
Overall Collection,Prints|Ephemera,,,Print,63.350.216.185.33
Overall Collection,Prints|Ephemera,,,Print,63.350.216.188.27
Overall Collection,Prints|Ephemera,,,Print,63.350.216.182.18
Overall Collection,Photographs|Ephemera,,,Photograph,63.350.216.203.189
Overall Collection,Prints,,,Print,29.101.19(14)
Overall Collection,Prints,,,Print,53.601.13(100)
Overall Collection,Prints|Ephemera,,,Print,63.350.216.183.45
Overall Collection,Prints|Ephemera,,,Print,63.350.216.183.50
Overall Collection,Prints|Ephemera,,,Print,63.350.216.180.20
Overall Collection,Portfolios,,,Portfolio,2014.428.1.9
Overall Collection,Prints,,,Print,46.46.584
Overall Collection,Prints,,,Print,45.78.144
Overall Collection,Prints,,,Print,1976.653.64(1_3)
Overall Collection,Drawings|Prints|Ornament & Architecture,,,Drawing Print Ornament and Architecture,59.564.12
Overall Collection,Ephemera|Photographs,,,Photograph,63.350.216.203.318
Overall Collection,Prints,,,Print,17.66.2-12
Overall Collection,Prints,,,Print,22.17.28
Overall Collection,Prints,,,Print,47.100.350
Overall Collection,Ephemera|Photographs,,,Photograph,63.350.216.203.432
Overall Collection,Ephemera|Photographs,,,Photograph,63.350.216.203.439
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N220.21"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N225.20"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N225.83"
Overall Collection,Prints|Ephemera,,,"Baseball card, print","Burdick 314, E121.45"
Overall Collection,Ephemera|Prints,,,"Baseball card, print","Burdick 314, E121.131"
Overall Collection,Prints|Ephemera,,,"Baseball card, print",2016.402.85
Overall Collection,Prints|Ephemera,,,"Baseball card, print",2016.402.154
Overall Collection,Prints|Ephemera,,,"Baseball card, print",2016.402.182
Overall Collection,Prints|Ephemera,,,"Baseball card, print",2016.402.209
Overall Collection,Prints,,,Print,49.95.415
Overall Collection,Drawings|Ornament & Architecture,,,Drawing Ornament & Architecture,1981.1055.4
Overall Collection,Prints|Ephemera,,,Print,"Burdick 315, E225.65"
Overall Collection,Prints|Albums,,,Print Album,26.72.223(35)
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N240.24"
Overall Collection,Prints,,,Print,53.601.339(34)
Overall Collection,Prints,,,Prints,53.685.94
Overall Collection,Prints,,,Print,62.554.39
Overall Collection,Prints,,,Print,62.554.49
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.74"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.112"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.140"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.186"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.279"
Overall Collection,Prints,,,Print,42.119.35
Overall Collection,Prints,,,Print,62.554.62
Overall Collection,Prints,,,Print,62.554.1
Overall Collection,Books|Ornament & Architecture|Prints,,,Book Print Ornament and Architecture,45.13.27(10)
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.499"
Overall Collection,Prints,,,Print,19.76.19
Overall Collection,Prints,,,Print,19.76.54
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N224.631"
Overall Collection,Prints,,,Print,1979.647
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N227.10"
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N228.19"
Overall Collection,Books|Prints|Ornament & Architecture,,,Book Prints Ornaments & Architecture,1991.1073.196(17)
Overall Collection,Prints,,,Print,59.500.596(20)
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N228.152"
Overall Collection,Prints|Ornament & Architecture,,,"Print
Ornament & Architecture",23.34.2(58)
Overall Collection,Prints|Ephemera,,,Print,"Burdick 218, N223.21"
Overall Collection,Books|Prints|Ornament & Architecture,,,Book Prints Ornament & Architecture,1991.1073.33(3.12)
Overall Collection,Prints|Ornament & Architecture,,,"Print
Ornament & Architecture",23.34.2(24)
Overall Collection,Prints|Ornament & Architecture,,,"Prints 
Ornament & Architecture",37.40.7(6)
